"id;name;price;brand;imageUrl;info;real_pdp_url"
"8100004539;JBL Charge 4 - Green;1800000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl-charge-2-green-1.jpg;Click & Pickup;https://ibox.co.id/product/jbl-charge-4-green"
"8100004536;JBL Charge 4 - Blue;2100000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl-charge-2-blue-1.jpg;Click & Pickup;https://ibox.co.id/product/jbl-charge-4-blue-qrp"
"8100004535;JBL Charge 4 - Black;1800000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl-charge-2-black-1.jpg;Click & Pickup;https://ibox.co.id/product/jbl-charge-4-black-qrp"
"8100006273;JBL Flip 4 - Grey;1199000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl_flip_4_grey_1_1.jpg;Stok Habis;https://ibox.co.id/product/jbl-flip-4-grey"
"8100006271;JBL Flip 4 - Blue;1199000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl_flip_4_blue_1_2.jpg;Stok Habis;https://ibox.co.id/product/jbl-flip-4-blue"
"8100006275;JBL Flip 4 - Black;1199000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl-black-1.jpg;Stok Habis;https://ibox.co.id/product/jbl-flip-4-black-qrp"
"8100025617;Mazer  Converter Mini DP to HDMI 4K + VGA;549000;Mazer;https://cdn.eraspace.com/pub/media/catalog/product/m/a/mazer-mini-display-port-to-hdmi-_4k30hz_vga-dual-display-adapter_1.jpg;Click & Pickup;https://ibox.co.id/product/mazer-converter-mini-dp-to-hdmi-4k-vga"
"8100025616;Belkin Family RockStar 4-Ports USB Home Charger - White;599000;Belkin;https://cdn.eraspace.com/pub/media/catalog/product/b/e/belkin-family-rockstar-4-ports-usb-home-charger_4.jpg;Stok Habis;https://ibox.co.id/product/belkin-family-rockstar-4-ports-usb-home-charger-white"
"8100013060;Earpods With 3.5 mm Headphone Plug;449000;Apple;https://cdn.eraspace.com/pub/media/catalog/product/a/p/apple-earpods-with-3-5-mm-headphone-plug-1.jpg;Stok Habis;https://ibox.co.id/product/apple-earpods-with-3-5-mm-headphone-plug-qrp-ibox"
"8100011025;Beats Urbeats3 - Grey ;1600000;Beats;https://cdn.eraspace.com/pub/media/catalog/product/b/e/beats-urbeats3-gray-1.jpg;Click & Pickup;https://ibox.co.id/product/beats-urbeats3-grey"
"8100012483;iPhone Xs Leather Case Black;999000;Apple;https://cdn.eraspace.com/pub/media/catalog/product/a/p/apple-iphone-xs-leather-case-black-1.jpg;Stok Habis;https://ibox.co.id/product/apple-iphone-xs-leather-case-black-qrp-ibox"
"8100012492;iPhone Xs Max Leather Case (PRODUCT) Red;129000;Apple;https://cdn.eraspace.com/pub/media/catalog/product/a/p/apple-iphone-xs-max-leather-case-red-1.jpg;Click & Pickup;https://ibox.co.id/product/apple-iphone-xs-max-leather-case-product-red-qrp-new-ibox"
"8100012504;iPhone Xs Max Silicone Case (PRODUCT) Red;749000;Apple;https://cdn.eraspace.com/pub/media/catalog/product/a/p/apple-iphone-xs-max-silicon-case-red-1.jpg;Click & Pickup;https://ibox.co.id/product/apple-iphone-xs-max-silicone-case-product-red-qrp-ibox"
"8100012508;iPhone Xs Max Silicone Case White;749000;Apple;https://cdn.eraspace.com/pub/media/catalog/product/a/p/apple-iphone-xs-max-silicon-case-white-1.jpg;Stok Habis;https://ibox.co.id/product/apple-iphone-xs-max-silicone-case-white-qrp-ibox"
"8100012511;iPhone Xs Silicone Case Midnight Blue;749000;Apple;https://cdn.eraspace.com/pub/media/catalog/product/a/p/apple-iphone-xs-silicone-case-midnight-blue-1.jpg;Click & Pickup;https://ibox.co.id/product/apple-iphone-xs-silicone-case-midnight-blue-qrp-ibox"
"8100012647;Smart Keyboard For 10.5 inci iPad Pro;3399000;Apple;https://cdn.eraspace.com/pub/media/catalog/product/a/p/apple-smart-keyboard-for-10-5-inch-ipad-pro-1.jpg;Stok Habis;https://ibox.co.id/product/apple-smart-keyboard-for-10-5-inch-ipad-pro-ibox"
"8100006393;Anker PowerCore+ 10050mAh with Quick Charge 3.0 - Black;965000;Anker;https://cdn.eraspace.com/pub/media/catalog/product/k/a/katalog_kirim_via_darat_tokopedia_banner_samsung_powerbank_10000mahb.jpg;Click & Pickup;https://ibox.co.id/product/anker-powercore-10050mah-with-quick-charge-3-0-black"
"8100005413;Element Case Illusion iPhone Xs - Smoke;569000;Element Case;https://cdn.eraspace.com/pub/media/catalog/product/e/l/element-case-illusion-smoke-1.jpg;;https://ibox.co.id/product/element-case-illusion-iphone-xs-smoke"
"8100005414;Element Case Illussion iPhone Xs Max - Smoke;569000;Element Case;https://cdn.eraspace.com/pub/media/catalog/product/e/l/element-case-illusion-smoke-xs-max-1.jpg;Stok Habis;https://ibox.co.id/product/element-case-illussion-iphone-xs-max-smoke-qrp"
"8100005415;Element Case Shadow iPhone Xs - Black;699000;Element Case;https://cdn.eraspace.com/pub/media/catalog/product/e/c/ec-shadow-black.jpg;Stok Habis;https://ibox.co.id/product/element-case-shadow-iphone-xs-black-qrp"
"8100005670;iLuv XS Max Metal Forge Case - Black;239000;iLuv;https://cdn.eraspace.com/pub/media/catalog/product/i/l/iluv-metal-forge-case-for-iphone-xs-max-black_1.jpg;Click & Pickup;https://ibox.co.id/product/iluv-xs-max-metal-forge-case-black-qrp"
"8100005671;iLuv Metal Forge Case For iPhone Xs Max - Pink;239000;iLuv;https://cdn.eraspace.com/pub/media/catalog/product/i/l/iluv-metal-forge-case-for-iphone-xs-max-pink_1.jpg;Click & Pickup;https://ibox.co.id/product/iluv-metal-forge-case-for-iphone-xs-max-pink-qrp"
"8100004520;JBL Headphone T600 BTNC - Blue;1140000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl-t600-blue-1.jpg;Click & Pickup;https://ibox.co.id/product/jbl-headphone-t600-btnc-blue-qrp"
"8100013995-IB;Lamina Tempered Glass Esential iPhone 11/XR;149000;Lamina;https://cdn.eraspace.com/pub/media/catalog/product/l/a/lamina_essential.jpg;Click & Pickup;https://ibox.co.id/product/lamina-tempered-glass-esential-iphone-11-xr"
"8100013778;Spigen AirPods Case - Grey;249000;Spigen;https://cdn.eraspace.com/pub/media/catalog/product/s/p/spigen-airpods-case-grey-1_1.jpg;;https://ibox.co.id/product/spigen-airpods-case-grey"
"8100006458;Spigen Essential QC 3.0 Wall Charger - White;399000;Spigen;https://cdn.eraspace.com/pub/media/catalog/product/s/p/spigen-wall-charger-1.jpg;Click & Pickup;https://ibox.co.id/product/spigen-wall-charger-white-qrp"
"8100008913;Tucano Second Skin Elements Sleeve for Macbook Pro 13 Inch - Black;399000;Tucano;https://cdn.eraspace.com/pub/media/catalog/product/i/c/ic80202520104511_1_2.jpg;Stok Habis;https://ibox.co.id/product/tucano-second-skin-elements-sleeve-for-macbook-pro-13-inch-black"
"8100008376;Adidas iPhone XR Moulded Case - White/Black;639000;Adidas;https://cdn.eraspace.com/pub/media/catalog/product/a/d/adidas_iphone_xr_moulded_white_black_5.jpg;Click & Pickup;https://ibox.co.id/product/adidas-iphone-xr-moulded-case-white-black"
"8100004725;JBL Free X - Black;499000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl_free_x_black_1.jpg;Click & Pickup;https://ibox.co.id/product/jbl-free-x-black"
"8100004827;JBL Free X - White;499000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl-free-x-white-1.jpg;Click & Pickup;https://ibox.co.id/product/jbl-free-x-white-new"
"8100011039;Beats Powerbeats Pro - Navy;3699000;Beats;https://cdn.eraspace.com/pub/media/catalog/product/p/o/powerbeats-pro-navy_1.jpg;Click & Pickup;https://ibox.co.id/product/beats-powerbeats-pro-navy"
"8100011038;Beats Powerbeats Pro - Moss;3699000;Beats;https://cdn.eraspace.com/pub/media/catalog/product/p/o/powerbeats-pro-moss_1.jpg;Click & Pickup;https://ibox.co.id/product/beats-powerbeats-pro-moss"
"8100011037;Beats Powerbeats Pro - Ivory;3699000;Beats;https://cdn.eraspace.com/pub/media/catalog/product/p/o/powerbeats-pro-ivory_1.jpg;Click & Pickup;https://ibox.co.id/product/beats-powerbeats-pro-ivory"
"8100007852;Casemate Airpods Case - Creaturepods - Tricky Trickster Case - Blue;399000;Casemate;https://cdn.eraspace.com/pub/media/catalog/product/c/a/casemate-airpods-case-creaturepods-tricky-trickster-case-blue_1_1.jpg;Stok Habis;https://ibox.co.id/product/casemate-airpods-case-creaturepods-tricky-trickster-case-blue"
"8100005773;iLuv iPhone XS Max Vyneer - Black;229000;iLuv;https://cdn.eraspace.com/pub/media/catalog/product/v/y/vyneer_black_10.jpg;Click & Pickup;https://ibox.co.id/product/iluv-iphone-xs-max-vyneer-black"
"8100004518;JBL Headphone T600 BTNC - Black;1140000;JBL;https://cdn.eraspace.com/pub/media/catalog/product/j/b/jbl_tune_600btnc_black_1_1.jpg;Click & Pickup;https://ibox.co.id/product/jbl-headphone-t600-btnc-black-qrp"
"8100007717;Casemate Airpods Hook Ups Case + Neck Strap - Living Coral Light Pink;299000;Casemate;https://cdn.eraspace.com/pub/media/catalog/product/c/a/casemate_airpods_hook_ups_case_neck_strap-sheer_crystal-living_coral_light_pink_1.jpg;Stok Habis;https://ibox.co.id/product/casemate-airpods-hook-ups-case-neck-strap-living-coral-light-pink"
"8100006390;Anker PowerLine+ Lightning (3ft/0.9m) With Pouch - Gold;399000;Anker;https://cdn.eraspace.com/pub/media/catalog/product/p/o/powerline-lightning-gold-3ft_1.jpg;Click & Pickup;https://ibox.co.id/product/anker-powerline-plus-lightning-3ft-0-9m-with-pouch-gold-qrp"
"8100006389;Anker PowerLine+ Lightning (3ft/0.9m) With Pouch - Red;399000;Anker;https://cdn.eraspace.com/pub/media/catalog/product/p/o/powerline-lightning-red-3ft_1.jpg;Click & Pickup;https://ibox.co.id/product/anker-powerline-lightning-3ft-0-9m-with-pouch-red"
"8100006464;Anker PowerLine+ Lightning (3ft/0.9m) With Pouch - White;399000;Anker;https://cdn.eraspace.com/pub/media/catalog/product/p/o/powerline-lightning-white_1.jpg;Click & Pickup;https://ibox.co.id/product/anker-powerline-plus-lightning-3ft-0-9m-with-pouch-white-qrp"
